sumtime,abscissa,total,meanv,meanv1,meanv2,meanv3,meana,meana1,meana2,meana3,standardv,standarda,label
779,192,45,266.2938029126,664.2562288073,127.7941790751,44.8729727001,17228.7287554942,42741.1564991720,8783.4618144311,2622.8149179500,320.1147366640,21495.4835801871,1
857,153,39,105.5302471866,179.3306489262,112.6624260815,42.1860410831,8220.9248041035,16766.3787778183,6584.5453899606,2682.0043785488,137.6845193677,17965.2056893659,0
1683,213,25,133.0918613696,175.7053368843,123.9043742848,99.6658729398,2095.3467780251,2853.1086458106,1971.4114278427,1461.5202604220,33.2005754202,849.4792040116,0
1302,207,19,169.5545237550,143.0084583056,161.5194098767,204.1357030828,2700.2176740291,2237.1367636190,2722.8002080971,3140.7160503711,88.9135657168,1931.7024562525,0
667,75,11,125.0480447500,185.8693450799,93.8738738739,137.0835968796,2198.2238849149,3304.9456213289,1614.5118091064,2407.9555192809,64.4956160738,1357.7600141626,0
285,112,16,405.8308106868,876.5479876161,300.7352941176,40.2091503268,24158.3773285243,52093.0032637138,18103.9143598616,2278.2143619975,296.2133602388,18002.9114123405,1
822,211,40,213.3144717626,478.8461538462,123.0662393162,38.0310221254,15928.0970157133,38455.6204960617,7208.9754936875,2119.6950573906,264.4135566881,31736.5469211485,0
1059,152,51,173.4995793172,390.7846850862,118.6911783761,32.7103219041,10388.4524036293,23382.5271061291,7264.7485651049,1816.6380901077,183.8479307085,11129.7911315966,1
1092,82,53,234.2741989912,505.7910419070,171.0211149225,39.7912753788,14681.2853889188,31198.1255481175,10452.7707999819,3256.5648415346,270.1451427485,16576.0193281309,0
877,229,47,295.3365794478,592.5398022457,231.5219421102,81.6370992842,18201.5193664672,36334.5897039465,13782.5587751440,5700.8442447422,259.9138122732,16047.5790775572,1
517,129,29,274.8269570986,596.2953407484,150.9440813362,107.7777777778,16505.1125644843,35661.2268814765,9339.5554179067,6348.4567901235,259.0523381569,15779.0296748921,1
373,139,20,265.9499576519,620.0802329479,127.8282511835,94.2663817664,16431.8935121558,38730.2119074362,7600.9259644575,5703.1915832664,243.1263102934,15084.3855426834,0
1212,189,18,166.9755603591,160.3172242496,135.3627512200,272.0369297515,2661.0103857528,2616.2906591884,2072.9276863918,4358.2169659794,87.4682484505,1692.5374268687,0
1325,181,19,149.5754732866,129.0911731217,135.6805135624,183.9547331757,2394.1416280466,2147.6575779820,2079.5882573639,2955.1790487938,86.6665363180,1690.5130852761,0
1088,139,15,134.4010188712,156.4118736591,98.3946608947,215.5970314955,1929.0256752910,2380.4858066408,1306.5957856121,3064.5082712655,62.8015400281,1141.0188220254,0
652,45,10,73.6173966025,140.5165761591,51.0638297872,29.2717838612,1222.4607299184,2482.4525365312,855.2889693677,329.6406838561,25.3450782055,706.2996278127,0
582,99,30,200.5408848355,403.6725801432,109.6534227726,132.8612926652,12331.8675040502,24607.9822633483,6802.9578815485,8325.0773681538,158.7217928176,10051.3481860273,1
1324,177,19,136.0003659939,118.1329247616,133.7078223303,156.1603508898,2008.2344558455,1796.8710180179,2001.5507941416,2226.2815553772,71.6551672821,1371.0362384651,0
823,102,12,126.7977690266,218.2573897181,78.3980994400,168.2696639393,1910.2785882489,3389.9980536410,1030.5968630175,2583.7599069209,32.4931681754,936.3727393191,0
480,119,20,361.4379306469,893.8589324619,137.3000896524,113.3944249342,21578.6397302901,53643.7118647386,7936.1035415233,6752.5437396566,380.7139302311,23375.3063933838,1
380,145,24,367.2100380961,731.5423537836,278.7931839402,196.2117303062,22619.7662940134,45506.1496363937,17042.9976184374,11772.9419969274,289.2862551406,17981.5303085869,1
972,101,27,349.3680157896,977.5428921569,128.2976827094,29.6054764498,24647.1936979469,70597.8645032359,7896.4066585960,1609.1083564955,407.5933222053,33567.8877443122,0
503,169,26,188.9769699773,472.1942724458,89.8386437908,28.5201149425,11556.2096288738,28456.4490531289,5398.6789602824,2258.0270768192,221.2469594415,13754.8258255001,0
496,36,17,364.0481567581,920.4933173122,207.5163398693,36.9444444444,22669.3107073509,58263.1233997525,11991.2480242642,2287.4228395062,380.3319133248,22719.8799516970,0
2071,216,32,110.6636065300,140.6449358926,101.0779341532,101.3343101974,1858.6686060666,2427.9802165619,1735.1583667562,1598.7340954886,27.2074692729,783.7055671459,0
615,57,31,101.4694721704,224.4775541796,50.9506833036,28.9801790281,6145.8856931669,13934.0110982157,2796.7143032153,1706.9316780699,128.7989747892,8228.2293896709,1
554,125,20,309.1531828865,759.4635076253,174.0196078431,45.5019636721,18627.1495703200,43582.0950339105,10696.0063437140,4707.8722617222,300.7536089836,16990.4558344702,0
1140,159,17,144.1613286341,148.4729744386,110.8558304925,201.9874466981,2204.9551175980,2525.9491137860,1509.6701050497,3020.2371574779,71.8936431813,1313.5031261741,0
1852,104,27,57.3496276390,72.4642245257,48.1900681236,65.7319971773,871.4758466532,1080.5402549845,702.1893135093,1049.5669331292,13.2890094944,379.5751042983,0
1125,67,50,84.6091824241,155.5635795985,71.3360363085,32.2160052670,6038.2931823090,10946.9106184821,4186.3898359037,3358.9724164354,72.6886555839,8522.1893343409,1
1499,137,21,96.1955094642,92.2139564817,74.4988579185,153.9388838137,1456.1481410151,1510.0681139021,1014.7301699654,2329.0288528493,47.7048601518,963.3759122786,0
801,64,29,323.5250918549,894.8257080610,67.0999207764,44.5968791557,22441.5219562603,61195.7206629929,4120.9963105770,4501.3513347956,401.1824825213,29449.6864091006,0
436,64,24,516.5278845905,1207.0399371870,453.8982259570,36.2248862249,32565.6744054749,77674.6893447146,27268.0627261798,2058.7495470945,507.5662493713,33237.6969365828,0
730,86,27,285.9581564338,759.8141339869,143.8725490196,25.6773254033,16834.1648984595,45202.0999201696,8318.7556068179,1190.1803930060,338.2189972751,20061.3263771135,0
484,65,22,171.4058956916,448.8772175537,28.0672268908,37.2732426304,10773.3086356236,26865.4322131903,1540.0889767672,3914.4047169132,224.6162554128,13796.9730983885,1
931,140,45,184.2803507122,333.4554807078,203.1372549020,42.5740809144,11358.2383179359,20413.6006755860,12023.1220592812,3260.5976929314,199.0606634233,12073.4166403054,1
755,133,45,181.5297406842,362.7676070428,98.6694677871,109.0849673203,11777.0985584024,24531.0531717356,5942.8779681807,6539.8071864912,155.7027838149,11895.6408908041,1
763,81,26,177.2197725571,517.6470588235,20.6465919701,15.5181384473,11938.3185893431,35540.7175124952,1156.5748303679,609.9532488341,330.8129080715,25766.9984007315,1
2034,189,29,97.6037587751,79.8521989820,97.3634219789,126.4405174507,1512.0531087412,1277.1670858198,1645.5355721056,1781.4625692694,43.3645755845,931.5238926368,0
743,111,32,212.0470933811,461.8709150327,159.8284313725,35.6466430763,13192.5135197954,29479.0738871801,9443.6454728950,1974.0725512904,207.3942328205,13321.0229953209,1
436,219,25,542.5538040986,1276.8548976608,109.4972826087,241.3092320261,32690.9593072057,75728.6155371210,7743.1332447957,14601.1291397005,506.3929312544,29929.8466308349,0
572,149,33,284.2399276259,534.4082633053,208.3250405425,166.8344645551,18203.1500546484,35746.6830277863,12490.1585993105,10013.2385477782,210.6056706822,14865.2683010721,1
4001,228,58,59.0219524039,69.2253268158,54.8677602307,52.9727701652,915.7589154396,1115.8254362612,824.3184576033,807.1328524543,13.2713838753,372.2649959614,0
497,51,27,108.4239011427,276.7857142857,30.1704014939,45.4215629341,6606.0411540354,17078.7064825930,1841.8859918695,2549.0412761526,142.8064005192,8811.7714226641,1
1574,41,62,125.8679627521,184.4100140056,123.6111111111,75.8761612772,7856.9269213713,11955.9471051492,7464.7104212055,4542.9695838277,81.1818571067,5797.9925694620,0
874,66,44,90.8903168253,168.0847338936,78.8265122838,32.2518697861,5839.4169291812,11283.8368599074,4778.4143373506,1873.1007995129,84.8494734955,6334.1949384767,1
2614,208,81,148.9432078475,308.4693896575,87.2338757062,62.5835280131,9129.4125813009,19019.9222597688,5071.6549944853,3998.9229959025,158.1366993236,9901.8910567539,1
864,136,33,304.9224391880,803.5797327781,114.8039215686,57.3681510548,18557.2814283018,48994.5088086538,6949.6587850827,3439.1329768293,458.3735388942,28062.3919054025,0
1258,119,64,138.8891968556,324.2222620042,55.1704014939,37.2749270688,8285.2083874842,19325.9463418124,3368.6934741217,2160.9853465184,187.9532471942,11182.8100990640,0
944,130,14,136.8436299985,157.1749574801,112.8016926559,174.7651473591,1958.6743135130,2373.6945371803,1811.9822787342,2180.0147030028,45.0313961462,818.6313985510,0
1095,31,16,28.6171787025,36.1753057984,28.6999419046,20.9762884044,450.8034124425,486.3186672124,527.1821962831,338.9093738319,8.7658988780,246.0811896487,0
1104,180,45,236.8030831356,552.9497055232,151.0154061625,40.2731495976,15154.8130427874,36242.7431254856,9147.2745143809,2239.3947803223,323.7337111116,20818.4162779512,1
1327,189,18,145.5957437815,148.0340732182,139.2971520213,207.6943036176,2032.9577101046,2192.8437693192,2211.5684400034,2507.6440050329,64.5327115192,1129.5273995164,0
813,73,12,89.6638625277,122.6493495949,47.9039479039,158.2141984360,1328.1279548310,2117.9202132328,529.5825686546,2222.2997191595,45.6927139771,905.1753263368,0
728,211,37,243.7511153458,658.9062013694,40.1167525112,32.2303921569,14808.5694593896,39916.7638074656,2403.2540510311,2105.6905196719,387.0968574648,23252.0892971396,0
676,194,41,232.9178491572,482.0797279776,147.5682040698,87.0223730518,13874.8897722419,28596.8786385747,8898.5211201849,5196.5687712155,206.5522248487,12259.2369201162,0
1468,131,21,90.8627354589,99.0995326922,77.5307504494,126.2455017215,1364.3577295644,1603.0490398880,1210.8881302369,1733.9219284230,29.9938761317,719.3905078992,0
1066,184,43,254.2045188381,599.9766573296,136.8052851771,25.8316140076,15356.4323322192,36678.6831835131,8050.0787775711,1340.5350355735,305.2709201294,19017.1043404446,1
736,197,25,499.2704471921,1250.8578431373,222.5694444444,24.3840539947,29912.3059701214,74643.8369056773,13711.9020061728,1381.1789985141,584.3583079348,35303.2003244112,1
6009,167,84,29.1717983117,30.6128234113,28.7457025486,30.3177429241,453.7285794697,464.4383526194,450.6622970153,479.6946131795,7.4635412996,230.2900547349,0
1511,104,39,249.5744996549,730.3717320261,45.6549564270,14.2925604541,14957.9429177879,43702.5072488146,3055.1817899455,609.1302009018,356.2172128618,21279.7153846301,0
1774,32,84,153.2391709961,214.0939519207,159.2592592593,97.7153515117,9470.5546421711,13274.4542603049,9676.2285160978,6162.5037161973,99.4196932802,6753.2255329887,0
914,52,13,58.1402708632,74.1245608972,48.4368496664,51.8594020262,869.6533396343,1138.0923966444,726.5821817685,744.2854404899,16.9410979967,401.8438490196,0
732,80,42,120.1907111699,264.0859957036,64.5424836601,50.4345327875,7801.1332638212,15980.0602126379,3874.7373216087,4748.7766054972,165.8918219483,10632.1044030029,1
394,101,23,376.4401454362,857.8197945845,129.0382819795,196.2395233783,24777.4224377698,58393.1565545608,7798.1072603333,11680.6352752395,421.5357318074,32109.7958644029,0
1357,216,19,177.8305090830,132.0243018261,178.4360385028,223.0311869201,2845.2168798367,1619.3309672755,3020.6113453522,3895.7083268824,104.0443883677,2341.5842408720,0
1512,200,59,234.7978219225,580.3717239435,108.7610063095,27.6185156157,14715.8537422664,36279.9762225573,6464.2716363899,2177.8319858662,301.8776528543,19642.7432018417,1
3759,207,70,284.6086449823,534.7255248859,160.1813385564,158.9190715046,18290.9740033633,36461.6862902764,8745.8433007399,9665.3924190737,328.8084723350,24549.0238808696,1
1143,130,34,250.1063213550,637.6410841162,81.5508021390,31.1270778097,17883.9733031245,46417.1171629162,4880.6621579113,2354.1405885461,419.7353349589,35892.4586760169,1
1012,104,39,356.9992189986,878.4555109923,231.8559368192,20.1860790176,25202.8983915779,64952.9558383766,13912.0976663178,944.1247353023,477.8990264341,42646.7531552939,0
602,118,37,192.2370093261,390.9578890036,129.3056988877,56.4474400871,11634.7330621400,23662.9356964428,7758.3443714402,3482.9191185370,171.4788815804,10811.5783159527,1
822,133,40,213.3144717626,478.8461538462,123.0662393162,38.0310221254,15928.0970157133,38455.6204960617,7208.9754936875,2119.6950573906,264.4135566881,31736.5469211485,1
5544,237,80,44.8887644748,48.9709488794,43.1163127640,44.3055227223,713.6647945189,784.4879569721,673.5658292553,710.3892432723,11.1566965224,345.9313175124,0
1063,52,41,270.0288094473,534.3586152410,187.9650277483,108.5342322333,16963.7209631829,34296.1934438599,11246.4254495086,6653.4456087326,229.6102369555,14783.2136101217,1
1159,130,17,115.8789345026,167.1914139489,107.9442361686,95.6769402909,1796.0262982119,2581.2549217759,1922.1395143318,1243.8897181703,29.6908558815,848.9472428345,0
687,153,24,275.2501725328,830.2871148459,10.5725623583,63.5337468321,17553.2357669316,51677.5742159609,472.5517852644,5524.7915186928,457.1630267063,28076.9124931703,0
867,104,12,123.7272774430,211.6237976457,79.9808429119,162.0620434000,1729.5433055308,2715.5718481759,961.2261637381,2664.8607750322,43.7020867737,897.4615224855,0
1638,203,24,131.3467927898,113.4340654500,100.1103159150,218.0236520872,2093.1154338233,1856.9248665449,1467.3763139616,3553.0781020557,61.4630637589,1366.2023437265,0
574,44,17,171.2472884269,491.4542483660,47.1405228758,9.3965517241,10740.7662766477,31318.7729612542,2782.6169956000,269.0621284185,205.4297289884,12815.3899637667,0
921,172,35,308.8754440148,803.8770053476,125.2450980392,25.5838144770,20148.3580531050,52616.0938974520,7523.1135606352,2137.5356151465,411.6976126803,28197.2357554823,1
1786,139,27,80.8620207336,57.2003000693,74.2538849584,131.3473823564,1296.7328184551,853.3926544396,1221.6969216779,2139.2920838615,42.9812689784,896.3043670508,0
823,219,35,362.3570634562,955.2223919871,134.7487479840,30.0416016209,23666.0728872204,63331.4007916496,7807.7716281601,2010.5074134169,427.0085722101,29833.1100754896,0
1052,75,15,72.9886466242,105.9742594224,55.5499325236,93.9360712387,1053.7402513182,1720.9177783883,776.8992644073,1190.2738368181,19.0676838190,437.1514620951,0
696,55,10,81.4635340710,123.6946315169,73.0769230769,47.6190476190,1187.2963386111,1795.1606282259,1086.4562787640,680.2721088435,44.3440001552,754.6606142527,0
1191,178,18,161.7627612337,124.4650552829,120.0000000000,305.5283329117,2661.6156718260,1744.7959347840,1731.8078746650,5572.8894747592,98.2549398120,2107.2163011919,0
217,45,14,191.5955518510,429.9567853457,118.7704248366,73.9583333333,11421.0934946785,25648.0123458935,7068.0530858858,4402.4884259259,173.2285389028,10470.1591323250,1
584,42,28,82.5538334666,193.5022742040,30.4084596802,23.7507665156,4858.2052266888,11646.5467951370,1641.3069409684,1286.7619439610,87.2517629659,5316.4628717650,1
966,74,44,258.6616507068,626.9607843137,137.8873215953,29.6126784047,15729.7889926604,38290.2352117318,8324.7922375455,1697.8958853227,365.7982689153,22540.4256177193,0
1066,208,46,189.2651204357,458.5784313725,80.4344179930,28.7825119415,11310.0834584626,27549.5709449357,4847.8339708353,1532.8454596169,279.9740997431,16801.2890956886,0
482,128,25,298.3916750461,720.5882352941,126.1799270990,48.4068627451,17925.0541547599,43456.1998819136,7452.7272401900,2866.2353421761,305.5234900578,18161.2979805914,1
1572,206,24,135.9379558072,189.6912232750,115.7463877762,141.2156723154,2179.0876209687,3213.8186202483,1794.3107937890,2151.7299120027,32.4621107001,930.7713221117,0
2027,114,30,59.8088658152,78.6106993788,54.5143912905,59.5923658463,960.2854411000,1314.5200047850,867.7625654756,911.9705177282,16.0538890186,435.1820690731,0
917,234,40,345.5357164532,838.4486385647,184.6845148316,13.4739959632,20598.2183836177,50126.0383041291,11111.6076122924,557.0092344315,395.9135711801,23716.0261139496,1
605,108,30,82.7441984448,179.3066544357,53.1953522150,34.1181883381,5049.6771863920,10931.2096875965,3190.9171923429,2149.0551651016,92.6391618821,5846.8817882289,0
1287,215,37,568.7953083208,874.5192307692,662.4767159795,169.3899782135,33565.0532380905,52589.6910169393,37917.4356046471,10188.0330926851,501.2417496219,31926.6515197055,0
677,105,28,258.2803103625,729.8021060276,12.2987256532,32.7400994068,16698.0286820913,46861.6318925295,570.4230453449,2662.0311083996,379.8822749905,25459.9780771389,0
503,79,26,188.9769699773,472.1942724458,89.8386437908,28.5201149425,11556.2096288738,28456.4490531289,5398.6789602824,2258.0270768192,221.2469594415,13754.8258255001,1
1027,130,33,193.1443309099,492.2993616051,88.1617647059,37.6007326007,13105.3778287778,33395.2090609677,5198.2751025247,3343.7248885967,343.9705896880,25427.3699726841,0
469,34,26,71.4733001197,131.1791580667,33.2492512126,58.9256535948,4525.3025979864,7438.4161584624,3224.8832157451,3478.2712445000,78.0925885724,5422.8705863111,1
711,77,25,229.9056413815,559.2836257310,83.5703832068,46.8629152066,15434.3333488245,36365.8108352092,7185.4368070343,2751.7524042302,258.0428072395,16941.2941200783,1
539,102,25,270.5644445891,567.8834033613,215.0224673203,28.7874630856,20749.9366098999,48001.7604468258,12782.7730186574,1465.2763642165,300.0552256453,36454.2438194078,1
701,34,11,46.7101713084,64.7065914385,37.6572327044,53.3367468851,743.6992765055,994.5856295331,630.9147680076,853.4971908112,25.7374933789,470.7530170840,0
1174,125,55,139.0472227701,262.8789193740,114.0150504646,40.2476984718,8960.6885132821,17752.1758276909,6781.4121233765,2348.4775887788,116.0586593231,9808.6372963437,1
662,80,22,126.2529241110,341.2577574342,23.2843137255,14.2167011732,7721.4743156902,21285.0793143264,1300.3669605097,578.9766722344,144.2200028588,9196.2065430556,0
968,51,14,55.5747141367,67.4802206052,39.4217533445,73.7158469945,855.8126935471,1134.4518574194,478.2909846923,1168.6484119164,30.5972090673,648.6092670366,0
597,105,33,131.7728758170,291.5032679739,51.8611111111,78.3088235294,8251.5808055929,17740.0252039814,3943.7422839506,4721.2910899654,142.2904314844,8875.4319539008,0
1599,196,90,132.2151211934,168.9119900834,182.6093080911,54.2423496259,7958.9002026573,10227.2724552596,11032.3944721379,3165.9233497232,97.5310454604,6072.2434397060,1
2367,231,35,102.2122793015,70.1636192197,89.8447338427,155.9205102332,1643.9383665945,1196.7925966573,1368.4260624605,2516.0453830834,55.8782660939,1211.0919702287,0
737,43,11,63.2748621535,90.8845048375,43.9232409382,76.1084614026,1044.4440853836,1402.6953092415,643.3867822023,1435.3981931681,32.2590438912,740.4043832780,0
723,84,37,143.4600660739,354.1905493097,48.3664826084,27.8231663036,10332.2383181648,26396.8537513654,2870.3259895437,1729.5352135852,201.2312913295,18937.1291566065,1
973,238,57,163.5324883864,399.7367465505,59.6917470692,49.3392480268,10670.0411174447,26538.9308841146,3580.4443797006,3076.3082126794,211.6390838516,15323.8981110278,0
2170,149,85,103.4820442379,174.5250073714,83.2259877635,52.6951375788,6417.0976316965,11113.0983376300,5024.5131895185,3113.6813679411,90.7176703903,6261.0598143557,1
1227,112,19,95.1807406074,103.0322801562,91.7767083324,90.7332333337,1567.2058498556,1769.9564273727,1612.2965168535,1319.3646053406,30.5615925871,796.9714753951,0
1444,38,19,25.3100843904,34.5409151986,22.9622223834,18.4271155892,354.5330815997,458.3725722960,334.7392226730,270.4874498300,8.2744058004,186.9515120025,0
1154,80,16,71.5124562200,84.1079937598,59.3415819708,71.0877929292,1008.6164029567,1091.9698026265,773.1865839254,1160.6928223183,29.2236719925,602.6902343015,0
502,164,27,206.8363730207,492.5263666072,133.7316176471,45.9602280629,12687.9496770859,30724.8079918625,7952.7330233564,2558.2954353103,181.9979654186,11310.0536045809,0
849,202,31,173.5743323916,314.3954248366,158.4454685549,47.8821037833,10549.4845249603,19444.1253898073,9513.2635116868,2691.0646733868,174.6360539445,10810.8080097690,0
689,140,35,303.6563291148,608.9222052457,273.0310066610,56.6208962662,21296.4160622895,44999.1714228769,16487.6173183832,4338.4972694528,266.1712786089,25666.6427609373,1
8041,233,116,29.9442095941,31.4371097491,29.9145687544,29.2689557944,472.3925373885,495.6725769154,484.7172961112,449.2191217018,6.8882791354,213.2951426553,0
1936,125,68,206.8869749648,295.9259780467,214.4484146838,119.6904855712,12296.1621625440,17741.4065294383,12759.1742508569,6946.8221692708,217.7191023046,13107.9374475017,0
680,75,37,191.8618927892,467.2594564646,76.2567527011,32.0694692018,11088.8293329849,27046.0553431043,4326.9710421573,1893.4616136932,255.7687631173,14781.2525177034,0
1169,188,18,163.8959726693,155.5337117148,112.9869260092,288.7256693516,2619.3007635346,2677.4562844485,1621.0569391364,4607.1093724325,79.7659971857,1660.3850585528,0
3034,85,43,29.0692111471,33.7266476443,25.7849491564,27.6960366407,455.6642254196,522.3599900338,378.9160496628,465.7166365622,8.1430592607,222.9732015256,0
680,107,42,152.7839090608,116.2837916232,228.2365510307,137.3366013072,9334.9251468831,7083.2231219380,13885.8580238698,8471.8366251310,130.4022601263,8182.7242895002,1
676,207,32,433.6864853468,1182.8513071895,113.8888888889,47.6879084967,27963.9340362612,76980.0991338801,6847.9938271605,2860.1025513691,571.9928681883,38509.4079985971,1
1019,123,38,196.7180566394,468.4536607040,107.4535896734,30.6400909273,12102.4466682624,28141.5798363657,7304.5629763682,1869.7344144083,208.5760221340,12729.6518295671,1
796,138,38,207.5741815834,549.7208605664,73.9652132783,16.3343193707,12950.6359560385,34605.5598051675,4534.3411155833,791.2266103680,256.9623909074,16658.4743047654,1
1094,146,17,145.6568806556,118.9814237860,130.9570722993,216.1635220126,2525.1960872163,1925.3635091931,2297.6789548274,3857.5850150717,86.2952728232,1935.2779273533,0
1214,101,41,178.3755197115,486.5241784359,38.6858130164,23.6377615062,10660.2313065328,29023.5508408316,2208.6084277570,1568.5524438200,306.7397676554,18429.0812270371,1
1805,54,66,89.3361224915,109.8588091567,112.3447266425,54.3130338174,5985.6912479419,6359.0144324889,8835.9826268000,3332.1425176742,136.3160603542,12224.4178869013,1
554,139,33,250.5580357143,636.4670868347,116.7892156863,48.5294117647,14774.6759293995,37428.3506294675,6904.0292996284,2946.5830449827,278.3344776908,16321.8188190159,0
836,89,25,245.6574373116,556.3302404295,166.5645424837,14.0775290216,14310.2039347666,32152.3363055734,10109.2511827716,669.0243159548,268.1394488699,15246.4528362216,0
745,66,34,78.3492065327,167.9946524064,40.0963415669,26.9566256247,5112.7297577095,10300.2226707677,3475.2271130278,1562.7394893329,95.9432762828,6453.9543640505,0
2023,141,29,71.5672226891,87.2487198821,62.7633479222,72.6415138949,1104.2257226171,1312.1826137162,927.2429219539,1195.9433791388,19.3081905731,560.3073623012,0
2695,86,63,146.4483044347,227.3923220681,172.3867116380,54.2107100416,8546.6629001089,13444.9466041258,9862.9211582870,3186.7872279248,187.6700824012,11438.9337417053,1
845,53,42,79.7426112513,153.8838612368,43.1336057996,54.4784607563,5262.0152681465,10872.4732351462,2559.8719846744,3163.2413951029,115.0578385265,9265.2455985049,1
1051,80,15,77.8952623077,109.9600899657,53.3102891985,109.3630389129,1178.3285115177,1893.9683465485,713.5742787839,1516.6071649795,22.2018248565,554.3298093791,0
917,67,34,354.1531568393,867.2311348782,173.2219637166,22.0063719232,22332.7783642007,51577.3629217978,13737.2363885711,1683.7357822333,471.0262799835,28787.8229892405,0
946,77,15,87.2257508828,107.3456578144,74.4437300288,123.5007402465,1507.0989665355,1750.2408267729,1406.0739639696,2118.5315921316,30.8123101673,734.2205021581,0
1907,236,27,132.0605182861,101.8631795636,134.4765117576,192.8569931086,2028.4811168191,1434.5149207925,2302.2295870459,2855.8191218239,64.4073637274,1292.8005893854,0
2179,229,30,111.8789637834,90.9932084768,108.8841690486,160.6215057766,1718.5651813381,1316.6336811106,1806.7335959126,2414.2316406218,51.1881192600,1172.8752992483,0
1046,220,49,268.5417522084,643.5728538210,132.0703489729,29.9820538312,16310.9292471161,39166.9947307800,7884.2816909580,1881.5113196102,329.0081490907,19948.5276230144,1
888,114,33,234.8756231460,441.6993464052,238.8145609121,71.0880867499,14050.4040601913,26413.8685975480,14371.5277554392,4175.8966396251,210.2866957006,12520.8107061142,0
901,149,45,197.5094146908,478.1337535014,112.7537932899,29.8563279513,11874.2926951122,29004.6894983484,6652.3690980065,1662.1470168549,226.4823982615,13608.9193226865,1
485,149,30,304.1678316820,519.4081336238,259.5769789397,201.1112339673,18322.5058750228,31241.2323014415,15571.5090290534,12226.4442668006,151.6065553435,9321.3380573065,1
857,35,48,172.5011338558,388.4216259603,125.0000000000,27.0819267878,12974.8931535294,31583.7913134443,7567.4019607843,1503.4719401634,225.0368610262,28631.3223686641,0
3818,221,57,60.4593996632,65.2016980085,54.1954610021,68.6987510527,972.8545833145,1011.4587439002,807.4967885893,1207.7031711558,15.3648731080,434.8777227967,0
1484,140,21,97.8403150926,84.4407259598,79.2559815707,162.4376761115,1461.9882257144,1257.3642362240,1125.7109967094,2490.2188527815,47.2397120621,1017.4338915363,0
1264,88,17,72.3677017759,91.9888227444,65.2543206877,74.3335022509,992.1952572579,1331.2917738029,947.5600061721,896.1730432504,27.4316022589,522.6805091553,0
646,185,38,293.0827067669,664.4063180828,142.5994008715,96.6659602437,18012.9411693304,41358.4296282057,8423.4234384567,5758.0488721063,320.0155468374,20170.5001400560,1
1721,109,24,68.4729819183,54.8736198166,60.8697840262,109.2392510315,1051.9509048870,807.3180384391,948.7831626360,1700.3089149822,35.8150181491,741.6395114102,0
563,160,28,278.1009071605,761.2074744428,60.2487291213,12.8465179175,17746.1377650329,49199.6080514642,3645.4232049876,393.3820386470,433.9762263166,29016.6763294581,0
1706,180,26,105.6208315410,80.5304757216,98.1512623719,151.3833604722,1634.7592413750,1369.0699738589,1550.3872176971,2189.1654377408,50.1904157505,925.1470954033,0
1100,223,38,135.8764397469,257.1486928105,135.6393434567,26.1643196191,8217.0731197887,15665.6661166645,8215.0950637287,1455.2142722885,139.3758412326,8494.6524429971,0
849,138,28,343.0034308606,882.6657728619,110.4756717502,35.8688479699,23620.9676960807,61749.5927601108,6468.9403054855,2644.3700226457,412.5795743332,30487.7676417443,1
569,152,29,125.6723655394,293.0101670298,56.2714387174,41.6990870422,8125.9922845968,17325.8875385061,4183.0373042465,3771.9400426595,128.1024284343,8085.5240361540,0
857,213,33,449.8970225325,1214.4619514473,195.5882352941,29.6202853627,33005.2373640186,92272.7674539315,11617.5269127259,1726.4651982020,617.9597027615,61639.1726765335,1
1220,112,19,94.2770570075,108.3006737140,76.9440857249,97.5864115838,1530.3304821102,1893.1060834538,1130.5098099997,1567.3755528772,30.3199842329,747.6142827938,0
328,81,18,278.0747789312,595.2941176471,309.3954248366,40.7647058824,16377.2983398793,34897.2029988466,18451.0698342518,2334.5415224914,257.6206304004,15135.7630082507,1
1880,140,27,76.9063249600,61.3157763461,67.2838143031,121.3459654708,1171.5961438653,973.0384997837,1028.6314231654,1806.0175446132,38.3142855786,731.1695016430,0
1588,107,63,111.5631720226,219.4251613228,71.7471944918,54.6734774555,6796.4186841642,13484.9204679119,4420.6802530828,3163.2971999143,156.8506511005,10136.1529725905,1
345,140,22,395.1811532694,778.9724980901,206.9327731092,199.6381886088,24456.0283402479,48723.0929008021,12500.7723677706,12144.2197521710,289.8821492627,17901.3003498293,1
788,126,21,354.6402915601,878.7037037037,296.5005446623,6.9300568345,20750.2616029599,50796.0390946502,18237.6825775699,133.8170043129,382.9346966369,21632.7972608592,1
966,204,41,347.2570148749,837.0349421820,192.7224736048,38.7257069052,22427.9493118487,55195.2656481564,11511.6936040379,2302.1155534942,461.1873945325,31449.0575967179,1
1038,69,13,68.2290250477,85.5897134209,60.8558108558,58.2415508664,881.3948923921,1035.7376910869,795.4672977151,812.9796883743,29.7717869211,480.4417954716,0
1726,203,24,119.3476954731,96.1328769836,105.4866110256,190.5229399739,1708.3783052578,1287.4759901330,1601.9126571629,2723.8543556939,50.6211003971,1010.2749708678,0
428,51,27,337.9242081448,733.9767156863,214.2565359477,150.0204248366,21337.1051506324,47163.0928208702,13161.3208327993,9021.1780858858,271.0089901742,19059.9387742975,0
636,187,27,322.0844230423,780.8517156863,115.9226592013,150.0000000000,19068.2876690656,45848.4992751185,7103.8278062073,9019.6078431373,309.4989703325,18016.7553234849,0
